Resource ID,Dataset Name,Description,Dataset URL,Attribution,Dataset Type,Update Frequency,Department Name,Program Name,Spatial Information,Strategic Area,Dataset Updated Date,Dataset Created Date,Metadata Last Updated Date,Data Last Updated Date,Publication Date,Download Count,Page Views Last Week,Page Views Last Month,Page Views Total,Row Count,Cover Image URL,Automation Method,Automation Method Other,Owner Display Name,Tags,Is Public
fi5k-gm8x,Comentarios de la comunidad sobre Pecan Brook Drive,"El Departamento de Transporte de Austin (ATD, por sus siglas en inglés) está evaluando a Pecan Brook Drive (desde Manor Road/Springdale hasta Crystalbrook Drive) y Crystalbrook Drive (desde Pecan Brook Drive hasta Loyola Lane) para mejorar la seguridad y movilidad de todos los que usan estas calles.",https://data.austintexas.gov/d/fi5k-gm8x,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,02/14/2023 02:12:38 PM,12/10/2021 09:28:59 AM,04/08/2025 11:36:28 AM,02/14/2023 02:12:38 PM,12/10/2021 09:37:12 AM,0,1,3,28,,,,,TPW PIO Data Owners (Transportation Public Works),,true
hyc6-zz9w,ATD Right of Way Active Permits,A running log of the number of currently active permits by type for ATD Right of Way taken at a snapshot in time.,https://data.austintexas.gov/d/hyc6-zz9w,"City of Austin, Texas - data.austintexas.gov",dataset,Weekly,Transportation and Public Works,Right of Way Management,,,04/11/2025 02:01:48 AM,03/20/2023 12:31:08 PM,04/08/2025 11:36:33 AM,04/11/2025 02:01:48 AM,03/20/2023 12:34:18 PM,20,0,4,96,573,,SodaPY,,transportation.data@austintexas.gov,,true
t4pu-c7zm,Pecan Brook/Crystalbrook Community Feedback,Community members shared how they currently use and would like to use Pecan Brook Drive and Crystalbrook Drive.,https://data.austintexas.gov/d/t4pu-c7zm,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,02/14/2023 02:13:37 PM,12/01/2021 09:04:10 AM,04/08/2025 11:36:36 AM,02/14/2023 02:13:37 PM,12/01/2021 04:58:14 PM,0,1,3,24,,,,,TPW PIO Data Owners (Transportation Public Works),,true
6mus-3tmk,Traffic Incidents by Day of Week,Traffic Incident Reports but with the published date set as a floating timestamp datatype. Along with several other derived fields.,https://data.austintexas.gov/d/6mus-3tmk,"City of Austin, Texas - data.austintexas.gov",chart,As needed,Transportation and Public Works,,,,04/11/2025 02:05:26 AM,02/01/2024 11:53:38 AM,04/08/2025 11:36:40 AM,04/11/2025 02:05:26 AM,09/18/2024 11:46:29 AM,0,1,1,55,,,Manual,,transportation.data@austintexas.gov,,true
purg-fs9u,Test for Debug Purposes,Test for Debug Purposes,https://data.austintexas.gov/d/purg-fs9u,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Data and Technology Services Division,,,04/08/2025 11:36:34 AM,12/12/2018 06:08:00 PM,04/08/2025 11:36:34 AM,12/12/2018 06:24:15 PM,12/12/2018 06:09:42 PM,442,0,4,72,"10,000",,Manual,,transportation.data@austintexas.gov,,true
x454-x7cu,Transportation and Public Works Financial Subprojects,This dataset contains subproject tracking numbers and details used by City of Austin staff to manage capital projects. Our internal project management application consumes data directly from this dataset. This data is subset of the canonical data maintained by the City of Austin Financial Services Division. https://www.austintexas.gov/fsd,https://data.austintexas.gov/d/x454-x7cu,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Finance,,,04/10/2025 07:18:06 AM,08/21/2023 11:47:53 AM,04/08/2025 11:36:38 AM,04/10/2025 07:18:06 AM,10/11/2023 11:58:32 AM,40,0,6,123,"4,807",,SodaPY,,transportation.data@austintexas.gov,,true
igcg-mzv6,Dynamic Messaging Signs (DMS) - City Data Hub DTS TEST,This is a test asset only.,https://data.austintexas.gov/d/igcg-mzv6,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Data and Technology Services Division,,,04/08/2025 11:36:44 AM,11/28/2022 04:36:57 PM,04/08/2025 11:36:44 AM,01/09/2023 04:01:58 PM,12/05/2022 03:25:12 PM,16,0,4,108,20,,Python,,transportation.data@austintexas.gov,test,true
ij2v-mrv3,ATD Right of Way Permit Totals by Week,Count of permits issued and requested by type for ATD Right of Way. Data comes from AMANDA and smartsheet. Updated daily.,https://data.austintexas.gov/d/ij2v-mrv3,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Right of Way Management,,,04/11/2025 02:01:23 AM,03/20/2023 11:05:50 AM,04/08/2025 11:36:45 AM,04/11/2025 02:01:23 AM,03/20/2023 11:09:49 AM,9,0,3,91,344,,SodaPY,,transportation.data@austintexas.gov,,true
etkn-qbfn,Traffic Incidents - Top 10 Dates,The top 10 dates with the highest number of traffic incident reports. Most dates include days with inclement weather.,https://data.austintexas.gov/d/etkn-qbfn,"City of Austin, Texas - data.austintexas.gov",filter,Daily,Transportation and Public Works,,,,04/11/2025 02:05:26 AM,02/01/2024 12:24:29 PM,04/08/2025 11:36:53 AM,04/11/2025 02:05:26 AM,02/01/2024 12:25:32 PM,32,1,3,84,,,Python,,transportation.data@austintexas.gov,,true
hve9-nxtf,Protected Streets,"Based on the Protected Streets dataset https://datahub.austintexas.gov/Transportation-and-Mobility/Protected-Streets/efgh-p2bn/about_data. 

Protected Streets are streets that have paved within the last five (residential) or seven (collector/arterial) years or have an RCI greater than seven (collector/arterial). There are strict guidelines for justification of cuts and restoration of Protected Streets. There is also a street damage recovery fee assessed for the life of the pavement that is lost.

This product is for informational purposes and may not have been prepared for or be suitable for legal, engineering, or surveying purposes. This product has been produced by the City of Austin Public Works Dept for the sole purpose of geographic reference. No warranty is made by the City of Austin regarding specific accuracy or completeness.",https://data.austintexas.gov/d/hve9-nxtf,"City of Austin, Texas - data.austintexas.gov",map,As needed,Transportation and Public Works,,,,04/10/2025 01:12:01 PM,01/04/2023 11:36:10 PM,04/10/2025 01:12:01 PM,03/11/2025 05:09:13 PM,11/07/2024 01:33:09 PM,0,1,9,89,,,Manual,,transportation.data@austintexas.gov,"mobility, utilities",true
4qmj-36nv,Traffic Signal Work Orders,"This dataset contains records of work completed from May 2017 to present by traffic signal technicians in the city of Austin, TX. This work is managed by the Arterial Management Division (AMD) of the City of Austin Transportation and Public Works (TPW) department. A previous version of this dataset existed under the unique identifier hst3-hxcz

The records are managed in a work management system tracker and the dataset is automatically updated multiple times per day.",https://data.austintexas.gov/d/4qmj-36nv,"City of Austin, Texas - data.austintexas.gov",filter,Multiple per day,Transportation and Public Works,Arterial Management Division & Data and Technology Services,,Mobility,04/10/2025 08:50:31 AM,12/08/2023 01:18:24 PM,04/08/2025 11:36:51 AM,04/10/2025 08:50:31 AM,12/08/2023 01:29:04 PM,32,4,11,151,,,REST API,,transportation.data@austintexas.gov,"maintenance, mobility, pedestrians, pedestrian signals, traffic, traffic signals, transportation, transportation and public works, workforce, work orders",true
qeae-u6vg,Split of modes based on commute to work,This dataset supports measure M.A.1 of SD 2023. The source of the data is the American Community Survey. Each row is the five year estimate for Means of Transportation to Work for Austin. View more details and insights related to this measure on the story page: https://data.austintexas.gov/stories/s/hm3r-8jfy,https://data.austintexas.gov/d/qeae-u6vg,"City of Austin, Texas - data.austintexas.gov",chart,Annually,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:36:55 AM,09/21/2020 10:22:59 AM,04/08/2025 11:36:55 AM,05/05/2023 10:08:52 AM,09/18/2024 11:17:05 AM,0,1,3,43,,,Manual,,transportation.data@austintexas.gov,,true
iznc-wysi,Comentarios de la comunidad sobre South Pleasant Valley Road,"El Departamento de Transporte de Austin comenzó conversaciones con la comunidad en diciembre de 2019 para entender mejor las necesidades de seguridad y movilidad a corto plazo de los usuarios de South Pleasant Valley Road, Todd Land y Burleson Road en el sureste de Austin.",https://data.austintexas.gov/d/iznc-wysi,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,02/14/2023 02:13:50 PM,09/02/2021 09:24:03 PM,04/08/2025 11:36:56 AM,02/14/2023 02:13:50 PM,09/02/2021 09:25:35 PM,0,1,2,29,,,,,TPW PIO Data Owners (Transportation Public Works),,true
j4c6-uq4z,Current Pedestrian Signal (PHB) Ranking,"This view displays the most current pedestrian signal request ranking.

The view is based on the signal request master list, available here:
https://data.austintexas.gov/dataset/Traffic-and-Pedestrian-Signal-Requests/f6qu-b7zb

You may also be interested in our interactive request dashboard, available here:
http://transportation.austintexas.io/signal-requests/

For additional information about pedestrian signal requests, visit the website of the City of Austin Transportation Department - Arterial Management Division:
http://www.austintexas.gov/department/arterial-management",https://datahub.austintexas.gov/d/j4c6-uq4z,"City of Austin, Texas - data.austintexas.gov",filter,As needed,Transportation and Public Works,,,,04/08/2025 11:31:10 AM,02/24/2017 04:54:30 PM,04/08/2025 11:31:10 AM,01/17/2023 11:37:50 AM,08/18/2017 12:50:57 AM,26,3,2,336,,,Manual,,transportation.data@austintexas.gov,"mobility, pedestrians, phbs, safety, traffic, transit, transportation",false
iyqh-bgm4,Major City Corridors for Strategic Measures,This identifies all of the City of Austin corridors that are used for SD 2023 mobility measures. Each entry represents a single direction of a given corridor.,https://data.austintexas.gov/d/iyqh-bgm4,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:36:57 AM,11/17/2022 11:27:42 AM,04/08/2025 11:36:57 AM,11/18/2022 09:31:34 PM,11/18/2022 09:31:40 PM,16,0,6,61,84,,Manual,,transportation.data@austintexas.gov,"austin transportation department, city of austin, transportation",true
k8ck-rcv7,M.C.4_Percentage of sidewalks that are functionally acceptable,Sidewalks are a critical part of the transportation network for the City of Austin.  This measure describes the condition of sidewalks that have been examined.  A full assessment of the entire sidewalk network should be complete by the end of FY2021.,https://data.austintexas.gov/d/k8ck-rcv7,"City of Austin, Texas - data.austintexas.gov",measure,As needed,Transportation and Public Works,,,,04/08/2025 11:36:59 AM,03/24/2020 12:36:42 PM,04/08/2025 11:36:59 AM,03/24/2020 12:36:42 PM,09/18/2024 10:41:48 AM,0,2,5,52,,,,,TPW Legacy Public Works Assets,m.c.4,true
uejh-6ymw,Traffic Incidents by Month,Traffic Incident Reports but with the published date set as a floating timestamp datatype. Along with several other derived fields.,https://data.austintexas.gov/d/uejh-6ymw,"City of Austin, Texas - data.austintexas.gov",chart,As needed,Transportation and Public Works,,,,04/11/2025 02:05:26 AM,02/01/2024 12:04:30 PM,04/08/2025 11:37:03 AM,04/11/2025 02:05:26 AM,09/18/2024 11:41:33 AM,0,5,13,92,,,Manual,,transportation.data@austintexas.gov,,true
as6n-s2hz,"M.D.6_Percentage of high or very-high benefit Safe Routes to School (SRTS) projects in development, or under construction or completed","Safe Routes to School (SRTS) projects include over 4600 total recommendations, of which are  1864 recommendations that rank high or very-high benefit, for improving safety for students walking and biking to school. These 1864 recommendations are the focus of SRTS implementation.",https://data.austintexas.gov/d/as6n-s2hz,"City of Austin, Texas - data.austintexas.gov",measure,As needed,Transportation and Public Works,,,,04/08/2025 11:37:01 AM,03/14/2020 05:23:15 PM,04/08/2025 11:37:01 AM,03/14/2020 05:23:15 PM,09/19/2024 09:39:12 AM,0,1,3,46,,,,,TPW Legacy Public Works Assets,m.d.6,true
